id,title,end,entity_group,score,start,word
1695,"Beispiele zeigen, dass es auch anders geht - War Würzburg zu verhindern?",52.0,LOC,0.9999623894691467,49.0,Wür
1695,"Beispiele zeigen, dass es auch anders geht - War Würzburg zu verhindern?",57.0,LOC,0.9999678134918213,53.0,burg
1696,Rechtsextremes Netzwerk bei NRW-Polizei aufgedeckt: Razzia gegen 29 Beamte,32.0,MISC,0.9727180600166321,28.0,NRW-
1697,Verfolgungsjagd in Meinerzhagen: Kiffer-Karre kracht auf Terrasse,31.0,LOC,0.9997515678405762,19.0,Meinerzhagen
1698,Auftritt zu Silvester: Assad-Propagandist will in Deutschland singen,29.0,MISC,0.9972717761993408,23.0,Assad-
1698,Auftritt zu Silvester: Assad-Propagandist will in Deutschland singen,61.0,LOC,0.9999792575836182,50.0,Deutschland
1699,Genitalverstümmelung in Deutschland: Kinderhilfswerk warnt,35.0,LOC,0.9995816349983215,24.0,Deutschland
1700,Behörden-Irrsinn: Ärzte ohne Grenzen mussten Corona-Klinik abreißen,36.0,ORG,0.9997799396514893,18.0,Ärzte ohne Grenzen
1700,Behörden-Irrsinn: Ärzte ohne Grenzen mussten Corona-Klinik abreißen,58.0,LOC,0.982934296131134,45.0,Corona-Klinik
1701,"Shell-Jugendstudie 2019: Greta Thunberg, Klima, Whatsapp – so tickt unsere Jugend",6.0,MISC,0.9920048713684082,0.0,Shell-
1701,"Shell-Jugendstudie 2019: Greta Thunberg, Klima, Whatsapp – so tickt unsere Jugend",39.0,PER,0.9958306550979614,25.0,Greta Thunberg
1702,Brand in Moria: Erste Politiker fordern: Holt die Flüchtlinge nach Deutschland!,14.0,LOC,0.9999783039093018,9.0,Moria
1702,Brand in Moria: Erste Politiker fordern: Holt die Flüchtlinge nach Deutschland!,78.0,LOC,0.9999750852584839,67.0,Deutschland
1703,Flüchtlings-Krise in Moria: Warum Kanzlerin Merkel Ösi-Kanzler Kurz angreift,26.0,LOC,0.9997239708900452,21.0,Moria
1703,Flüchtlings-Krise in Moria: Warum Kanzlerin Merkel Ösi-Kanzler Kurz angreift,50.0,PER,0.9889040589332581,44.0,Merkel
1703,Flüchtlings-Krise in Moria: Warum Kanzlerin Merkel Ösi-Kanzler Kurz angreift,67.0,PER,0.9998866319656372,63.0,Kurz
1704,Moria: Zehn deutsche Städte wollen Flüchtlinge aufnehmen,5.0,ORG,0.7421268224716187,0.0,Moria
1704,Moria: Zehn deutsche Städte wollen Flüchtlinge aufnehmen,20.0,MISC,0.9998866319656372,12.0,deutsche
1705,Nach Berichten aus Tschetschenien: Proteste gegen LGBT-Verfolgung,33.0,LOC,0.9997660517692566,19.0,Tschetschenien
1705,Nach Berichten aus Tschetschenien: Proteste gegen LGBT-Verfolgung,54.0,MISC,0.6771931648254395,50.0,LGBT
1706,Donald Trump: US-Präsident will auf Mexiko-Mauer verzichten,12.0,PER,0.9995008707046509,0.0,Donald Trump
1706,Donald Trump: US-Präsident will auf Mexiko-Mauer verzichten,17.0,MISC,0.9381914138793945,14.0,US-
1706,Donald Trump: US-Präsident will auf Mexiko-Mauer verzichten,48.0,MISC,0.7872539758682251,36.0,Mexiko-Mauer
1707,NRW-Ministerpräsident Laschet spricht in Athen über Flüchtlingsfrage,4.0,MISC,0.9955242276191711,0.0,NRW-
1707,NRW-Ministerpräsident Laschet spricht in Athen über Flüchtlingsfrage,29.0,PER,0.9999877214431763,22.0,Laschet
1707,NRW-Ministerpräsident Laschet spricht in Athen über Flüchtlingsfrage,46.0,LOC,0.9996621608734131,41.0,Athen
1708,Kommentar zur Lage in Moria - Die Kinder von Moria brauchen unsere Hilfe,27.0,LOC,0.9999183416366577,22.0,Moria
1708,Kommentar zur Lage in Moria - Die Kinder von Moria brauchen unsere Hilfe,50.0,LOC,0.9999079704284668,45.0,Moria
1709,Auf Lesbos - Erster Corona-Fall in der Flüchtlings-Hölle von Moria,10.0,LOC,0.9999348521232605,4.0,Lesbos
1709,Auf Lesbos - Erster Corona-Fall in der Flüchtlings-Hölle von Moria,26.0,MISC,0.8900529742240906,20.0,Corona
1709,Auf Lesbos - Erster Corona-Fall in der Flüchtlings-Hölle von Moria,66.0,LOC,0.9999638795852661,61.0,Moria
1710,Cochem: Vergewaltiger im Privatjet abgeschoben – Riesen-Rechnung!,6.0,LOC,0.9999452233314514,0.0,Cochem
1711,Geschmacklos: Trump-Sohn vergleicht Migranten mit gefährlichen Tieren,20.0,MISC,0.9980527758598328,14.0,Trump-
1712,Christenverfolgung in Pakistan: Ein Imam wird Christ – und verstoßen,30.0,LOC,0.999962329864502,22.0,Pakistan
1712,Christenverfolgung in Pakistan: Ein Imam wird Christ – und verstoßen,52.0,MISC,0.8832731246948242,46.0,Christ
1713,Spahn warnt in CDU-Präsidium vor „importiertem Antisemitismus“,5.0,PER,0.9999818801879883,0.0,Spahn
1713,Spahn warnt in CDU-Präsidium vor „importiertem Antisemitismus“,28.0,MISC,0.8095424175262451,15.0,CDU-Präsidium
1714,"Kommentar zur Lage in Moria - Werden Sie nicht zum Herzlos-Kanzler, Herr Kurz!",27.0,LOC,0.9999558329582214,22.0,Moria
1714,"Kommentar zur Lage in Moria - Werden Sie nicht zum Herzlos-Kanzler, Herr Kurz!",77.0,PER,0.999981164932251,73.0,Kurz
1715,Armin Laschet bricht Moria-Besuch auf Lesbos ab,13.0,PER,0.9999920129776001,0.0,Armin Laschet
1715,Armin Laschet bricht Moria-Besuch auf Lesbos ab,27.0,MISC,0.9998478889465332,21.0,Moria-
1715,Armin Laschet bricht Moria-Besuch auf Lesbos ab,44.0,LOC,0.9993422031402588,38.0,Lesbos
1716,Moria: Zweites Feuer im Flüchtlingscamp ausgebrochen – Tausende fliehen!,5.0,LOC,0.9999402761459351,0.0,Moria
1717,Palmer und die Kritik an der Bahn-Kampagne – ein Pro und Contra,6.0,PER,0.9999098777770996,0.0,Palmer
1720,Braune »Grenzgänger«,5.0,PER,0.9837634563446045,0.0,Braun
1725,Braune Internationale in Madrid,21.0,MISC,0.9996387362480164,0.0,Braune Internationale
1725,Braune Internationale in Madrid,31.0,LOC,0.9998981952667236,25.0,Madrid
1727,»Lesbos ist für uns ein Gefängnis«,7.0,LOC,0.9999005198478699,1.0,Lesbos
1729,Paris und London lassen sterben,5.0,LOC,0.9999356269836426,0.0,Paris
1729,Paris und London lassen sterben,16.0,LOC,0.9999608993530273,10.0,London
1747,Frontex im Ärmelkanal,7.0,ORG,0.9993359446525574,0.0,Frontex
1749,Moria in Flammen,5.0,LOC,0.9998121857643127,0.0,Moria
1750,Freiheit für Assange!,20.0,PER,0.9996523261070251,13.0,Assange
1754,Direkte Gehilfen der EU,23.0,ORG,0.9942622184753418,21.0,EU
1759,EU und NATO für mehr Zusammenarbeit,2.0,ORG,0.9999293088912964,0.0,EU
1759,EU und NATO für mehr Zusammenarbeit,11.0,ORG,0.9999598264694214,7.0,NATO
1769,Erdogans langer Arm,7.0,PER,0.9997541308403015,0.0,Erdogan
1774,Rechtsstaat Sachsen-Anhalt,26.0,LOC,0.9924378991127014,12.0,Sachsen-Anhalt
1791,»Steinmeier wurde dafür nicht kritisiert«,11.0,PER,0.9999800324440002,1.0,Steinmeier
1794,»Nicht nur im Mittelmeer sterben Tausende«,24.0,LOC,0.999954104423523,14.0,Mittelmeer
1795,Seehofers »erster Schritt«,8.0,PER,0.9999855756759644,0.0,Seehofer
1798,"»Grenzen ›schützen‹ heißt, die EU weiter abzuschotten«",33.0,LOC,0.6800337433815002,31.0,EU
1801,Von Angela bis Angola,10.0,PER,0.991382896900177,4.0,Angela
1801,Von Angela bis Angola,21.0,LOC,0.9999324083328247,15.0,Angola
1802,Minsk greift durch,5.0,LOC,0.9998288154602051,0.0,Minsk
1804,Seehofer rüstet auf,8.0,PER,0.9999053478240967,0.0,Seehofer
1805,Rechts von der AfD,18.0,ORG,0.9999167919158936,15.0,AfD
1806,Situation an EU-Grenze »katastrophal«,16.0,MISC,0.9974101781845093,13.0,EU-
1808,»Union und SPD haben dieses unsägliche Gesetz geschaffen«,6.0,ORG,0.984112560749054,1.0,Union
1808,»Union und SPD haben dieses unsägliche Gesetz geschaffen«,14.0,ORG,0.9999865293502808,11.0,SPD
1812,»Unter Scholz wurde das staatlich angeordnete Folter«,13.0,PER,0.9999818801879883,7.0,Scholz
1813,Neue Heimat für Rote Kämpfer,28.0,ORG,0.9999780654907227,16.0,Rote Kämpfer
1815,Gewalt gegen Venezolaner,22.0,MISC,0.9969683885574341,13.0,Venezolan
1816,Stichwahl in Chile,18.0,LOC,0.9999457597732544,13.0,Chile
1820,EU bricht Recht,2.0,ORG,0.8891203999519348,0.0,EU
1821,Plan Internationals‘ Umfrage zum Sicherheitsgefühl von Mädchen und Frauen – ein Kommentar,19.0,ORG,0.8875017762184143,0.0,Plan Internationals
1822,COMPACT-Reporter auf Lesbos angegriffen! Wer steckt dahinter?,27.0,LOC,0.9993486404418945,21.0,Lesbos
1824,"ünchen: 15jährige von „südländischem Typ“ geschlagen, betäubt und brutal vergewaltigt",6.0,LOC,0.989349901676178,0.0,ünchen
1825,"Hans-Georg Maaßen in Budapest: „Wir können den Ungarn dankbar sein, dass sie 1989 die Grenzen geöffnet und 2016 geschlossen haben“",4.0,PER,0.9999946355819702,0.0,Hans
1825,"Hans-Georg Maaßen in Budapest: „Wir können den Ungarn dankbar sein, dass sie 1989 die Grenzen geöffnet und 2016 geschlossen haben“",17.0,PER,0.9999914169311523,5.0,Georg Maaßen
1825,"Hans-Georg Maaßen in Budapest: „Wir können den Ungarn dankbar sein, dass sie 1989 die Grenzen geöffnet und 2016 geschlossen haben“",29.0,LOC,0.9996325969696045,21.0,Budapest
1825,"Hans-Georg Maaßen in Budapest: „Wir können den Ungarn dankbar sein, dass sie 1989 die Grenzen geöffnet und 2016 geschlossen haben“",53.0,MISC,0.8039878010749817,47.0,Ungarn
1826,syl-Tsunami 2.0: Jetzt kommt die Migrantenwelle aus Belarus in Deutschland an,11.0,MISC,0.8333796858787537,3.0,-Tsunami
1826,syl-Tsunami 2.0: Jetzt kommt die Migrantenwelle aus Belarus in Deutschland an,59.0,LOC,0.9998140931129456,52.0,Belarus
1826,syl-Tsunami 2.0: Jetzt kommt die Migrantenwelle aus Belarus in Deutschland an,74.0,LOC,0.9990993738174438,63.0,Deutschland
1827,Wem nützt die Einwanderung? Das Sachs-Konzept,37.0,MISC,0.9681769609451294,32.0,Sachs
1828,Skandal in Frankfurt: Diese Bücher treiben die Linken zur Weißglut,20.0,LOC,0.999990701675415,11.0,Frankfurt
1828,Skandal in Frankfurt: Diese Bücher treiben die Linken zur Weißglut,51.0,ORG,0.9994551539421082,47.0,Link
1830,Donald Trump: Der Mann des weißen Amerika,12.0,PER,0.999747097492218,0.0,Donald Trump
1830,Donald Trump: Der Mann des weißen Amerika,41.0,LOC,0.9999198913574219,34.0,Amerika
1831,fghanistan: Abgeschobener Vergewaltiger kehrt nach Deutschland zurück,10.0,LOC,0.999441921710968,0.0,fghanistan
1831,fghanistan: Abgeschobener Vergewaltiger kehrt nach Deutschland zurück,62.0,LOC,0.9999392032623291,51.0,Deutschland
1833,ZDF-Tränen-Doku „Angela Merkel und die Flüchtlinge' – die große Refugee-Rührstory,4.0,MISC,0.9998190402984619,0.0,ZDF-
1833,ZDF-Tränen-Doku „Angela Merkel und die Flüchtlinge' – die große Refugee-Rührstory,30.0,PER,0.9970865249633789,17.0,Angela Merkel
1834,"„Tagesspiegel' mit großem COMPACT-Portrait: „COMPACT ist … sehr geschickt darin, Ängste zu schüren'",13.0,ORG,0.9983903765678406,1.0,Tagesspiegel
1834,"„Tagesspiegel' mit großem COMPACT-Portrait: „COMPACT ist … sehr geschickt darin, Ängste zu schüren'",33.0,ORG,0.9989074468612671,26.0,COMPACT
1834,"„Tagesspiegel' mit großem COMPACT-Portrait: „COMPACT ist … sehr geschickt darin, Ängste zu schüren'",52.0,ORG,0.9990989565849304,45.0,COMPACT
1835,Migrationsforscher: Migrantenkulturen werden Deutsche nicht dominieren,53.0,MISC,0.9997747540473938,45.0,Deutsche
1836,uezzin-Ruf über Köln: Kölle Allah?,20.0,LOC,0.9999839067459106,16.0,Köln
1836,uezzin-Ruf über Köln: Kölle Allah?,33.0,PER,0.5698879361152649,28.0,Allah
1837,„1.500 oder auch noch mehr“ – Berlin will Migranten aus Griechenland einfliegen,36.0,LOC,0.9999544620513916,30.0,Berlin
1837,„1.500 oder auch noch mehr“ – Berlin will Migranten aus Griechenland einfliegen,68.0,LOC,0.9998261332511902,56.0,Griechenland
1839,"Leichenschändung gegen Rechts, Klimajünger gegen die Lausitz: Die Woche COMPACT",60.0,LOC,0.9967308044433594,53.0,Lausitz
1840,Hanau: Das irre Manifest des Täters,5.0,LOC,0.999954879283905,0.0,Hanau
1841,"Heinz-Christian Strache, die FPÖ und das „Rattengedicht“ von Braunau",4.0,PER,0.9999927282333374,0.0,Hein
1841,"Heinz-Christian Strache, die FPÖ und das „Rattengedicht“ von Braunau",23.0,PER,0.999987006187439,5.0,-Christian Strache
1841,"Heinz-Christian Strache, die FPÖ und das „Rattengedicht“ von Braunau",32.0,ORG,0.9705684781074524,29.0,FPÖ
1841,"Heinz-Christian Strache, die FPÖ und das „Rattengedicht“ von Braunau",68.0,LOC,0.9999715089797974,61.0,Braunau
1842,"Utes Morgenmagazin, 28.11.: Seehofer sorgt sich um Flüchtlinge auf Balkanroute",36.0,PER,0.9999470710754395,28.0,Seehofer
1842,"Utes Morgenmagazin, 28.11.: Seehofer sorgt sich um Flüchtlinge auf Balkanroute",73.0,MISC,0.9999549388885498,67.0,Balkan
1843,ntirassistische Steinigung - über den Abbruch des CL-Spiels Paris Saint-Germain gegen Istanbul Basaksehir,52.0,MISC,0.9999583959579468,50.0,CL
1843,ntirassistische Steinigung - über den Abbruch des CL-Spiels Paris Saint-Germain gegen Istanbul Basaksehir,79.0,ORG,0.9999809265136719,60.0,Paris Saint-Germain
1843,ntirassistische Steinigung - über den Abbruch des CL-Spiels Paris Saint-Germain gegen Istanbul Basaksehir,105.0,ORG,0.9998975992202759,86.0,Istanbul Basaksehir
1844,Berlin baut für 100 Millionen Euro Wohnungen für 2048 „Flüchtlinge“!,6.0,LOC,0.9994012117385864,0.0,Berlin
1845,"Miri, Rammo, Abou-Chaker & Co.: Deutschland im Würgegriff der Clan-Kriminalität",4.0,PER,0.998988926410675,0.0,Miri
1845,"Miri, Rammo, Abou-Chaker & Co.: Deutschland im Würgegriff der Clan-Kriminalität",11.0,PER,0.9986000061035156,6.0,Rammo
1845,"Miri, Rammo, Abou-Chaker & Co.: Deutschland im Würgegriff der Clan-Kriminalität",24.0,PER,0.9974532127380371,13.0,Abou-Chaker
1845,"Miri, Rammo, Abou-Chaker & Co.: Deutschland im Würgegriff der Clan-Kriminalität",43.0,LOC,0.9999881982803345,32.0,Deutschland
1846,Grüne Justizsenatorin: Hummeressen auf Malta für „Flüchtlings“-Rettung – auf Steuerzahlerkosten!,5.0,MISC,0.9918389320373535,0.0,Grüne
1846,Grüne Justizsenatorin: Hummeressen auf Malta für „Flüchtlings“-Rettung – auf Steuerzahlerkosten!,44.0,LOC,0.999879002571106,39.0,Malta
1847,"Unterwerfung, deklariert als „Rücksicht auf Kulturen“: Verbot knapper Bikinis in Niederrhein-Therme",99.0,LOC,0.9999194741249084,81.0,Niederrhein-Therme
1848,Merkel lockt weiter Flüchtlinge nach Deutschland! DAS ist ihr fieser Trick,6.0,PER,0.997601330280304,0.0,Merkel
1848,Merkel lockt weiter Flüchtlinge nach Deutschland! DAS ist ihr fieser Trick,48.0,LOC,0.9999439716339111,37.0,Deutschland
1849,Seehofer: Es droht ein zweites 2015,8.0,PER,0.9999712705612183,0.0,Seehofer
1850,Corona-Krise: Antifa ruft auf Indymedia zu Plünderungen auf,8.0,MISC,0.9487566947937012,0.0,Corona-K
1850,Corona-Krise: Antifa ruft auf Indymedia zu Plünderungen auf,39.0,ORG,0.9994023442268372,30.0,Indymedia
1851,Migrantenarmee legt Stuttgarter Innenstadt in Schutt und Asche,29.0,MISC,0.9998854398727417,20.0,Stuttgart
1853,Dresden 1945: „Ich habe als 14-Jährige den Feuersturm miterlebt“,7.0,LOC,0.9999454021453857,0.0,Dresden
1854,Nach Brandstiftung: Linke Asyllobby will alle Moria-Migranten zur Belohnung nach Deutschland holen,52.0,MISC,0.9991465210914612,46.0,Moria-
1854,Nach Brandstiftung: Linke Asyllobby will alle Moria-Migranten zur Belohnung nach Deutschland holen,92.0,LOC,0.9999606609344482,81.0,Deutschland
1855,Erdogan: „Wir haben die Tore geöffnet' – Kommt jetzt ein zweites 2015?,7.0,PER,0.9993607401847839,0.0,Erdogan
1857,Das Rütli oder: EU bedroht Schweizer Souveränität,18.0,ORG,0.9987987279891968,16.0,EU
1857,Das Rütli oder: EU bedroht Schweizer Souveränität,36.0,MISC,0.998988687992096,27.0,Schweizer
1858,CDU-Generalsekretär Paul Ziemiak will „Neupositionierung“ in der Migrationspolitik,4.0,MISC,0.8272384405136108,0.0,CDU-
1858,CDU-Generalsekretär Paul Ziemiak will „Neupositionierung“ in der Migrationspolitik,32.0,PER,0.9999895095825195,20.0,Paul Ziemiak
1859,Randale und IS-Fahnen: Chaos in Suhler Asylheim wegen Quarantäne,15.0,MISC,0.9993627071380615,12.0,IS-
1859,Randale und IS-Fahnen: Chaos in Suhler Asylheim wegen Quarantäne,35.0,MISC,0.8169756531715393,32.0,Suh
1859,Randale und IS-Fahnen: Chaos in Suhler Asylheim wegen Quarantäne,38.0,LOC,0.5625278949737549,35.0,ler
1860,Österreich: Mord an Leonie (13) - Zwei Afghanen festgenommen,10.0,LOC,0.9986732006072998,0.0,Österreich
1860,Österreich: Mord an Leonie (13) - Zwei Afghanen festgenommen,26.0,PER,0.9988985657691956,20.0,Leonie
1860,Österreich: Mord an Leonie (13) - Zwei Afghanen festgenommen,45.0,MISC,0.9856911301612854,39.0,Afghan
1862,Düsseldorfer OB macht gemeinsame Sache mit Gangsta-Rapper Farid Bang,10.0,MISC,0.9998528957366943,0.0,Düsseldorf
1862,Düsseldorfer OB macht gemeinsame Sache mit Gangsta-Rapper Farid Bang,68.0,PER,0.9999855160713196,58.0,Farid Bang
1863,Asylheim statt Corona-Notaufnahme: NRW will Klinik beschlagnahmen – diese Stadt wehrt sich!,38.0,LOC,0.9998898506164551,35.0,NRW
1865,"Asyl-Tsunami: Rückkehr der Bahnhofsklatscher?, Corona: Todesfalle Globalisierung? Die Woche COMPACT",53.0,MISC,0.6865678429603577,47.0,Corona
1866,Tomá G. Masaryk: Benes geistiger Vater und der Weg in die tschechisch-deutsche Katastrophe,15.0,PER,0.9999558329582214,0.0,Tomá G. Masaryk
1866,Tomá G. Masaryk: Benes geistiger Vater und der Weg in die tschechisch-deutsche Katastrophe,21.0,PER,0.9400977492332458,17.0,Bene
1866,Tomá G. Masaryk: Benes geistiger Vater und der Weg in die tschechisch-deutsche Katastrophe,78.0,MISC,0.9942318797111511,58.0,tschechisch-deutsche
1867,Jihad gegen Christen: Zwei Menschen in Kirche in Nizza enthauptet,20.0,MISC,0.99222731590271,12.0,Christen
1867,Jihad gegen Christen: Zwei Menschen in Kirche in Nizza enthauptet,54.0,LOC,0.9999624490737915,49.0,Nizza
1868,Schleuser Lukaschenko: Migranten als politische Waffe,21.0,PER,0.9981139898300171,0.0,Schleuser Lukaschenko
1870,Ausländerkriminalität: Zwei schwere Raubüberfälle im Stuttgarter Schlosspark am Wochenende,76.0,LOC,0.92452472448349,53.0,Stuttgarter Schlosspark
1871,„Vermisst ihr mich schon?“ – Trump mischte Orlando auf!,34.0,PER,0.9993730187416077,29.0,Trump
1871,„Vermisst ihr mich schon?“ – Trump mischte Orlando auf!,50.0,LOC,0.9998953342437744,43.0,Orlando
1872,"Katrin Göring-Eckardt und Julia Jäkel, oder: Segnungen des Feminismus gibt es nur für Gleicher*e",21.0,PER,0.9997307062149048,0.0,Katrin Göring-Eckardt
1872,"Katrin Göring-Eckardt und Julia Jäkel, oder: Segnungen des Feminismus gibt es nur für Gleicher*e",37.0,PER,0.9997681975364685,26.0,Julia Jäkel
1873,Seehofer: „Deutschland ist das sicherste Land der Welt“ – Stimmt: für Kriminelle!,8.0,PER,0.9999713897705078,0.0,Seehofer
1873,Seehofer: „Deutschland ist das sicherste Land der Welt“ – Stimmt: für Kriminelle!,22.0,LOC,0.9999262094497681,11.0,Deutschland
1876,Wieder Feuer auf Samos – Minderjährige „Flüchtlinge“ dürfen in Hotels wohnen,22.0,LOC,0.9999147653579712,17.0,Samos
1877,„Die EU wurde von der Linken gekapert“ – György Schöpflin (Fidesz),7.0,LOC,0.9112837910652161,5.0,EU
1877,„Die EU wurde von der Linken gekapert“ – György Schöpflin (Fidesz),57.0,PER,0.9999891519546509,41.0,György Schöpflin
1877,„Die EU wurde von der Linken gekapert“ – György Schöpflin (Fidesz),65.0,ORG,0.9999110698699951,59.0,Fidesz
1878,Ex-Präsi: Flüchtlingszuzug ist Glücksfall wie die deutsche Einheit – Elmis moinbrifn vom 20. Juni,58.0,MISC,0.9999650716781616,50.0,deutsche
1879,Die Opposition und das Virus – Was die wichtigen Parteien und Bewegungen über Corona denken,84.0,MISC,0.9962409734725952,78.0,Corona
1880,Zitterkrampf der Kanzlerin – War die deutsche Nationalhymne schuld?,45.0,MISC,0.9999771118164062,37.0,deutsche
1882,Tiergarten-Mord: Schuld ist immer der Putin – Wie die Bundesregierung einen islamischen Terroristen schützt,43.0,PER,0.9997614026069641,38.0,Putin
1883,"„Fridays For Future: Profil, Entstehung und Perspektiven der Protestbewegung in Deutschland“ – Ein Blick auf die Studie",19.0,MISC,0.8782702684402466,1.0,Fridays For Future
1883,"„Fridays For Future: Profil, Entstehung und Perspektiven der Protestbewegung in Deutschland“ – Ein Blick auf die Studie",91.0,LOC,0.999889612197876,80.0,Deutschland
1884,rauer um die Opfer von Dresden: Am 13. Februar 1945 kam der Feuersturm,30.0,LOC,0.999955415725708,23.0,Dresden
1886,Neues zum Würzburger Messer-Mörder: Ticker auf unserem Telegram-Kanal,20.0,MISC,0.9999539852142334,10.0,Würzburger
1887,sylanträge: Deutschland bleibt unangefochtener EU-Spitzenreiter,23.0,LOC,0.9996551275253296,12.0,Deutschland
1887,sylanträge: Deutschland bleibt unangefochtener EU-Spitzenreiter,50.0,MISC,0.9548449516296387,47.0,EU-
1888,"Terrormiliz IS bejubelt Corona, bittet Gott um „Autorität über die Hälse der Ungläubigen“",14.0,ORG,0.999846339225769,12.0,IS
1888,"Terrormiliz IS bejubelt Corona, bittet Gott um „Autorität über die Hälse der Ungläubigen“",30.0,PER,0.9974064230918884,24.0,Corona
1889,"Noch mehr Migration durch Nationalen Aktionsplan – Hildes Kommentar zum Samstag, dem 01. Februar 2020",56.0,PER,0.9995536208152771,51.0,Hilde
1890,Drohender Volksaustausch: Jeder Vierte in Deutschland hat einen Migrationshintergrund,53.0,LOC,0.9986756443977356,42.0,Deutschland
1891,US-Wahlkampf: Warum wir von Trumps Wiederwahl profitieren,3.0,MISC,0.9024835228919983,0.0,US-
1891,US-Wahlkampf: Warum wir von Trumps Wiederwahl profitieren,33.0,PER,0.9986571073532104,28.0,Trump
1893,Dresden 1945: Uwe Steimle: „Angriff anglo-amerikanischer Terrorbomber“,7.0,LOC,0.9999734163284302,0.0,Dresden
1893,Dresden 1945: Uwe Steimle: „Angriff anglo-amerikanischer Terrorbomber“,25.0,PER,0.9999896883964539,14.0,Uwe Steimle
1893,Dresden 1945: Uwe Steimle: „Angriff anglo-amerikanischer Terrorbomber“,41.0,MISC,0.9999160766601562,36.0,anglo
1893,Dresden 1945: Uwe Steimle: „Angriff anglo-amerikanischer Terrorbomber“,55.0,MISC,0.999731719493866,42.0,amerikanische
1894,"Asylanten-Demo: „Schützt uns vor Corona, denn eines Tages wird ein Schwarzer Kanzler sein!“",39.0,PER,0.401167094707489,33.0,Corona
1894,"Asylanten-Demo: „Schützt uns vor Corona, denn eines Tages wird ein Schwarzer Kanzler sein!“",74.0,MISC,0.9990981817245483,67.0,Schwarz
1895,„Homofeindlichkeit darf keine Bühne bekommen“ – Ärger um den Auftritt von Buju Banton beim Summerjam,85.0,PER,0.9983674883842468,74.0,Buju Banton
1895,„Homofeindlichkeit darf keine Bühne bekommen“ – Ärger um den Auftritt von Buju Banton beim Summerjam,100.0,MISC,0.833050012588501,91.0,Summerjam
1896,Integrationsbeauftragte warnt: Kampf gegen Rassismus darf wegen Corona nicht vernachlässigt werden,70.0,MISC,0.9762567281723022,64.0,Corona
1897,"Elmis Kommentare, 9.9.: Lager in Moria brennt – Alle Flüchtlinge nach Deutschland!",5.0,PER,0.9806500673294067,0.0,Elmis
1897,"Elmis Kommentare, 9.9.: Lager in Moria brennt – Alle Flüchtlinge nach Deutschland!",38.0,LOC,0.9998780488967896,33.0,Moria
1897,"Elmis Kommentare, 9.9.: Lager in Moria brennt – Alle Flüchtlinge nach Deutschland!",81.0,LOC,0.9999462366104126,70.0,Deutschland
1900,"Utes Morgenmagazin, 29.1.: Amthor warnt vor Judenhass durch muslimische Einwanderer",48.0,MISC,0.9983318448066711,44.0,Jude
1901,Wegen Christchurch: Razzia bei Identitären-Chef Martin Sellner,18.0,LOC,0.9996386170387268,6.0,Christchurch
1901,Wegen Christchurch: Razzia bei Identitären-Chef Martin Sellner,62.0,PER,0.9999905824661255,48.0,Martin Sellner
1902,Droht ein neuer Dürresommer? Wie steht es um die Maßnahmen der deutschen Regierung?,72.0,MISC,0.9999771118164062,63.0,deutschen
1903,Skandal: Marcus (30) zu Tode geprügelt – Syrer bekommt nur Bewährung!,15.0,PER,0.9997480511665344,9.0,Marcus
1903,Skandal: Marcus (30) zu Tode geprügelt – Syrer bekommt nur Bewährung!,44.0,MISC,0.9925064444541931,41.0,Syr
1904,Vor 20 Jahren: NATO-Aggression gegen Jugoslawien – Der Krieg der Grünen,20.0,MISC,0.9994043111801147,15.0,NATO-
1904,Vor 20 Jahren: NATO-Aggression gegen Jugoslawien – Der Krieg der Grünen,48.0,LOC,0.9996857643127441,37.0,Jugoslawien
1904,Vor 20 Jahren: NATO-Aggression gegen Jugoslawien – Der Krieg der Grünen,71.0,ORG,0.9998795986175537,65.0,Grünen
1905,SPD-Kandidat wirbt mit Muezzin-Ruf und Frauenschwimmen um muslimische Wählerstimmen,4.0,MISC,0.9992581605911255,0.0,SPD-
1905,SPD-Kandidat wirbt mit Muezzin-Ruf und Frauenschwimmen um muslimische Wählerstimmen,34.0,MISC,0.9669328331947327,23.0,Muezzin-Ruf
1905,SPD-Kandidat wirbt mit Muezzin-Ruf und Frauenschwimmen um muslimische Wählerstimmen,64.0,MISC,0.9934427738189697,58.0,muslim
1906,"NRW: IS-Terroristen planten, Islamkritiker zu ermorden!",3.0,LOC,0.9995982646942139,0.0,NRW
1906,"NRW: IS-Terroristen planten, Islamkritiker zu ermorden!",8.0,MISC,0.9942282438278198,5.0,IS-
1906,"NRW: IS-Terroristen planten, Islamkritiker zu ermorden!",34.0,MISC,0.9839696884155273,29.0,Islam
1907,„Defend Europe“-Teilnehmer und COMPACT-Autor Alexander Schleyer in Wien überfallen – die Früchte des Krieges gegen Rechts,14.0,MISC,0.9997591376304626,1.0,Defend Europe
1907,„Defend Europe“-Teilnehmer und COMPACT-Autor Alexander Schleyer in Wien überfallen – die Früchte des Krieges gegen Rechts,38.0,MISC,0.9976326823234558,31.0,COMPACT
1907,„Defend Europe“-Teilnehmer und COMPACT-Autor Alexander Schleyer in Wien überfallen – die Früchte des Krieges gegen Rechts,63.0,PER,0.999992847442627,45.0,Alexander Schleyer
