id,title,end,entity_group,ner_score,start,word,linked_entity,linked_entity_language,nel_score,wikidata_id
765,Hat der britische Ex-Minister  [START] Javid [END]  bei Geheimtreffen in den USA Assanges Auslieferung versprochen?,35.0,PER,0.9998637437820436,30.0,Javid,Javid,de,-0.49581700563430786,Q727798
765,Hat der britische Ex-Minister Javid bei Geheimtreffen in den  [START] USA [END]  Assanges Auslieferung versprochen?,64.0,LOC,0.999807059764862,61.0,USA,Vereinigte Staaten,de,-0.11070143431425095,Q30
765,Hat der britische Ex-Minister Javid bei Geheimtreffen in den USA  [START] Assang [END] es Auslieferung versprochen?,71.0,PER,0.9989365339279176,65.0,Assang,Aswang,de,-1.6926218271255493,Q752542
766,"""Wir zahlen 2.600 Euro pro Person"" – Migranten berichten, wie sie nach  [START] Weißrussland [END]  gekommen sind",83.0,LOC,0.9998428225517272,71.0,Weißrussland,Weißrussland,de,-0.07727237790822983,Q184
767,Migrantenkrise:  [START] Lettland [END]  verhängt Ausnahmezustand an Grenze zu Weißrussland,24.0,LOC,0.9997709393501282,16.0,Lettland,Lettland,de,-0.10621682554483414,Q211
767,Migrantenkrise: Lettland verhängt Ausnahmezustand an Grenze zu  [START] Weißrussland [END] ,75.0,LOC,0.9994268417358398,63.0,Weißrussland,Weißrussland,de,-0.08341195434331894,Q184
768, [START] Brüssel [END] : Hunderte Migranten treten in Hungerstreik für legalen Status,7.0,LOC,0.9999738931655884,0.0,Brüssel,Brüssel,de,-0.11055023968219757,Q9005
769, [START] EU- [END] Bericht zur Türkei: Zuckerbrot und Peitsche aus Brüssel,3.0,MISC,0.8569893836975098,0.0,EU-,Europäische Union,de,-0.10448908805847168,Q458
769,EU-Bericht zur  [START] Türkei [END] : Zuckerbrot und Peitsche aus Brüssel,21.0,LOC,0.9998531341552734,15.0,Türkei,Türkei,de,-0.1010107696056366,Q43
769,EU-Bericht zur Türkei: Zuckerbrot und Peitsche aus  [START] Brüssel [END] ,58.0,LOC,0.9999425411224364,51.0,Brüssel,Brüssel,de,-0.09851722419261932,Q9005
770," [START] Spanien [END]  warnt Marokko nach Migranten-Krise vor ""Erpressung""",7.0,LOC,0.9981149435043336,0.0,Spanien,Spanien,de,-0.15602567791938782,Q29
770,"Spanien warnt  [START] Marokko [END]  nach Migranten-Krise vor ""Erpressung""",21.0,LOC,0.9935829639434814,14.0,Marokko,Marokko,de,-0.09104025363922119,Q1028
772, [START] Polen [END] s Premier: EU muss über Blockade von Flügen aus Nahost-Ländern nach Weißrussland diskutieren,5.0,LOC,0.999761164188385,0.0,Polen,Polen,de,-0.09182356297969818,Q36
772,Polens Premier:  [START] EU [END]  muss über Blockade von Flügen aus Nahost-Ländern nach Weißrussland diskutieren,18.0,ORG,0.9998212456703186,16.0,EU,Europäische Union,de,-0.13639746606349945,Q458
772,Polens Premier: EU muss über Blockade von Flügen aus  [START] Nahost [END] -Ländern nach Weißrussland diskutieren,59.0,MISC,0.792671799659729,53.0,Nahost,Naher Osten,de,-0.07970532029867172,Q7204
772,Polens Premier: EU muss über Blockade von Flügen aus Nahost-Ländern nach  [START] Weißrussland [END]  diskutieren,85.0,LOC,0.9995327591896056,73.0,Weißrussland,Weißrussland,de,-0.07769410312175751,Q184
773, [START] Serbien [END]  führt wegen COVID-19 landesweite Ausgangssperre ein – Armee in den Strassen,7.0,LOC,0.9995852708816528,0.0,Serbien,Serbien,de,-0.09307578951120377,Q403
773,Serbien führt wegen  [START] COVID-19 [END]  landesweite Ausgangssperre ein – Armee in den Strassen,28.0,MISC,0.9998037219047546,20.0,COVID-19,Coordinating Committee on Multilateral Export Controls,de,-0.6011471152305603,Q856371
774,Warum  [START] Lukaschenko [END]  den Streit mit Brüssel um die Migranten an Polens Grenze zu gewinnen scheint,17.0,PER,0.9994337558746338,6.0,Lukaschenko,Aljaksandr Lukaschenka,de,-0.1707233488559723,Q2866
774,Warum Lukaschenko den Streit mit  [START] Brüssel [END]  um die Migranten an Polens Grenze zu gewinnen scheint,40.0,LOC,0.9982024431228638,33.0,Brüssel,Brüssel,de,-0.12358607351779938,Q9005
774,Warum Lukaschenko den Streit mit Brüssel um die Migranten an  [START] Polen [END] s Grenze zu gewinnen scheint,66.0,LOC,0.9867762923240662,61.0,Polen,Polen,de,-0.09217693656682968,Q36
775," [START] Biden [END]  rät Migranten: ""Bleibt zu Hause""",5.0,PER,0.9999621510505676,0.0,Biden,Joe Biden,de,-0.1686626523733139,Q6279
776, [START] Maria Sacharowa [END]  sieht Medienkampagne gegen Russland wegen Flüchtlingskrise in Osteuropa,15.0,PER,0.9999716281890868,0.0,Maria Sacharowa,Marija Wladimirowna Sacharowa,de,-0.24027352035045624,Q20812953
776,Maria Sacharowa sieht Medienkampagne gegen  [START] Russland [END]  wegen Flüchtlingskrise in Osteuropa,51.0,LOC,0.9997532963752748,43.0,Russland,Russland,de,-0.09751389920711517,Q159
776,Maria Sacharowa sieht Medienkampagne gegen Russland wegen Flüchtlingskrise in  [START] Osteuropa [END] ,87.0,LOC,0.999974250793457,78.0,Osteuropa,Osteuropa,de,-0.09064563363790512,Q27468
777," [START] Österreich [END] s Regierung sieht keinen Grund, weitere Flüchtlinge aus Afghanistan aufzunehmen",10.0,LOC,0.9997474551200868,0.0,Österreich,Österreich,de,-0.09473151713609695,Q40
777,"Österreichs Regierung sieht keinen Grund, weitere Flüchtlinge aus  [START] Afghanistan [END]  aufzunehmen",77.0,LOC,0.9997308850288392,66.0,Afghanistan,Afghanistan,de,-0.0992932841181755,Q889
778, [START] Leipzig [END] : Friedliche Solidaritätsdemo nach Ausschreitungen wegen Abschiebung eines Syrers,7.0,LOC,0.9999853372573853,0.0,Leipzig,Leipzig,de,-0.10698176175355911,Q2079
778,Leipzig: Friedliche Solidaritätsdemo nach Ausschreitungen wegen Abschiebung eines  [START] Syr [END] ers,85.0,MISC,0.9969539642333984,82.0,Syr,Syr,de,-0.10287445783615112,Q361249
779, [START] Deutschland [END]  setzt Abschiebungen nach Afghanistan aus – nachdem zuvor dafür geworben wurde,11.0,LOC,0.9998306035995485,0.0,Deutschland,Deutschland,de,-0.17114274203777313,Q183
779,Deutschland setzt Abschiebungen nach  [START] Afghanistan [END]  aus – nachdem zuvor dafür geworben wurde,48.0,LOC,0.9997926354408264,37.0,Afghanistan,Afghanistan,de,-0.14992232620716095,Q889
780, [START] IAB [END] : Der deutsche Arbeitsmarkt braucht jährlich 400.000 Zuwanderer,3.0,ORG,0.9999589323997498,0.0,IAB,Institut für Arbeitsmarkt- und Berufsforschung,de,-0.34891822934150696,Q1664805
780,IAB: Der  [START] deutsche [END]  Arbeitsmarkt braucht jährlich 400.000 Zuwanderer,17.0,MISC,0.999963879585266,9.0,deutsche,Deutschland,de,-0.13077014684677124,Q183
781,"""Rücksichtslose Angriffe"" –  [START] Merkel [END]  kondoliert Erdoğan nach Verlusten in Idlib",34.0,PER,0.9994574189186096,28.0,Merkel,Angela Merkel,de,-0.07407893240451813,Q567
781,"""Rücksichtslose Angriffe"" – Merkel kondoliert  [START] Erdoğan [END]  nach Verlusten in Idlib",53.0,PER,0.9991815686225892,46.0,Erdoğan,Recep Tayyip Erdoğan,de,-0.0964338406920433,Q39259
781,"""Rücksichtslose Angriffe"" – Merkel kondoliert Erdoğan nach Verlusten in  [START] Idlib [END] ",77.0,LOC,0.9999745488166808,72.0,Idlib,Idlib,de,-0.12453800439834595,Q504657
782,Wie der Wahlkampf in  [START] Frankreich [END]  vom rechtspopulistischen Narrativ angetrieben wird,31.0,LOC,0.999915599822998,21.0,Frankreich,Frankreich,de,-0.09808909893035889,Q142
783,"Obdachlose in  [START] Deutschland [END] : Das Elend erfassen, den Mangel belassen",25.0,LOC,0.998007595539093,14.0,Deutschland,Deutschland,de,-0.10219202190637589,Q183
784,Private Seenotrettung aus  [START] Dresden [END]  ruft per Twitter zu Scheinehen mit Flüchtlingen auf,33.0,LOC,0.9999781847000122,26.0,Dresden,Dresden,de,-0.09676652401685715,Q1731
785," [START] Großbritannien [END]  und Frankreich haben kein Recht, Polen und Weißrussland moralische Vorträge zu halten",14.0,LOC,0.999659776687622,0.0,Großbritannien,Vereinigtes Königreich,de,-0.1338464617729187,Q145
785,"Großbritannien und  [START] Frankreich [END]  haben kein Recht, Polen und Weißrussland moralische Vorträge zu halten",29.0,LOC,0.999687433242798,19.0,Frankreich,Frankreich,de,-0.09044353663921356,Q142
785,"Großbritannien und Frankreich haben kein Recht,  [START] Polen [END]  und Weißrussland moralische Vorträge zu halten",53.0,LOC,0.9995726943016052,48.0,Polen,Polen,de,-0.0991545245051384,Q36
785,"Großbritannien und Frankreich haben kein Recht, Polen und  [START] Weißrussland [END]  moralische Vorträge zu halten",70.0,LOC,0.999645471572876,58.0,Weißrussland,Weißrussland,de,-0.0769815593957901,Q184
786, [START] Weimar [END]  2.0? – Brauner Terror damals und heute,6.0,LOC,0.7151156067848206,0.0,Weimar,Weimar,de,-0.11149005591869354,Q3955
786,Weimar  [START] 2.0 [END] ? – Brauner Terror damals und heute,10.0,MISC,0.9181759357452391,7.0,2.0,2.0,de,-0.5394516587257385,Q4596978
787," [START] Trump [END] s Rede zur Nation: Nur unnötige Kriege können ""ökonomisches Wunder"" der USA stoppen",5.0,PER,0.9990222454071044,0.0,Trump,Donald Trump,de,-0.07976619899272919,Q22686
787,"Trumps Rede zur Nation: Nur unnötige Kriege können ""ökonomisches Wunder"" der  [START] USA [END]  stoppen",80.0,LOC,0.9996469020843506,77.0,USA,Vereinigte Staaten,de,-0.12065589427947998,Q30
788, [START] RT [END]  fragt nach: Berichterstattung über nichtverfolgte Hinweise auf Kriegsverbrecher sei irreführend,2.0,ORG,0.9999774694442748,0.0,RT,RT (Fernsehsender),de,-0.38874444365501404,Q22868
789,Mord an  [START] Lübcke [END] : Generalbundesanwalt sieht rechtsextremistisches Motiv,14.0,PER,0.9999154210090636,8.0,Lübcke,Lübcke,de,-0.5509301424026489,Q1748661
790,Neue  [START] italienische [END]  Regierung entlasten: Deutschland will jeden vierten Bootsflüchtling aufnehmen,17.0,MISC,0.9998905658721924,5.0,italienische,Königreich Italien (1861–1946),de,-0.17599457502365112,Q172579
790,Neue italienische Regierung entlasten:  [START] Deutschland [END]  will jeden vierten Bootsflüchtling aufnehmen,50.0,LOC,0.9999326467514038,39.0,Deutschland,Deutschland,de,-0.1342303603887558,Q183
791, [START] Orbán [END]  legt Veto gegen EU-Haushalt ein und spricht von Erpressung zur Aufnahme von Migranten,5.0,PER,0.9999648332595824,0.0,Orbán,Viktor Orbán,de,-0.07796186208724976,Q57641
791,Orbán legt Veto gegen  [START] EU- [END] Haushalt ein und spricht von Erpressung zur Aufnahme von Migranten,25.0,MISC,0.9994215369224548,22.0,EU-,Europäische Union,de,-0.11695563048124313,Q458
792,Streit zwischen  [START] Mexiko [END]  und USA über neue Asyleinschränkungen,22.0,LOC,0.9988013505935668,16.0,Mexiko,Mexiko,de,-0.0888809859752655,Q96
792,Streit zwischen Mexiko und  [START] USA [END]  über neue Asyleinschränkungen,30.0,LOC,0.9970257878303528,27.0,USA,Vereinigte Staaten,de,-0.11836361885070801,Q30
793,"""Ein Grüner bei der Bundeswehr"" – wie die  [START] Grünen [END]  noch olivgrüner werden",48.0,ORG,0.9999252557754515,42.0,Grünen,Bündnis 90/Die Grünen,de,-0.07563334703445435,Q49766
794, [START] Bosnien-Herzegowina [END] : Zwist um illegale Migranten aus Pakistan,19.0,LOC,0.999595046043396,0.0,Bosnien-Herzegowina,Bosnien und Herzegowina,de,-0.09023141115903854,Q225
794,Bosnien-Herzegowina: Zwist um illegale Migranten aus  [START] Pakistan [END] ,61.0,LOC,0.9994435906410216,53.0,Pakistan,Pakistan,de,-0.11322307586669922,Q843
795,"Migrantenkrise in  [START] Bosnien-Herzegowina [END] : ""Kein einziger Euro aufs Konto der Stadt Bihać geflossen""",37.0,LOC,0.999577522277832,18.0,Bosnien-Herzegowina,Bosnien und Herzegowina,de,-0.09010331332683563,Q225
795,"Migrantenkrise in Bosnien-Herzegowina: ""Kein einziger Euro aufs Konto der Stadt  [START] Bihać [END]  geflossen""",85.0,LOC,0.9997451305389404,80.0,Bihać,Bihać,de,-0.07894034683704376,Q204434
796,"""Erinnert mich an  [START] Angela Merkel [END] "": Ehemaliger Siemens-Chef Kaeser wirbt für Baerbock als Kanzlerin",31.0,PER,0.9822524189949036,18.0,Angela Merkel,Angela Merkel,de,-0.08240528404712677,Q567
796,"""Erinnert mich an Angela Merkel"": Ehemaliger  [START] Siemens [END] -Chef Kaeser wirbt für Baerbock als Kanzlerin",52.0,MISC,0.9996843338012696,45.0,Siemens,Siemens,de,-0.12199266254901886,Q81230
796,"""Erinnert mich an Angela Merkel"": Ehemaliger Siemens-Chef  [START] Kaeser [END]  wirbt für Baerbock als Kanzlerin",64.0,PER,0.99995756149292,58.0,Kaeser,Hans-Jürgen Kaiser,de,-1.1738593578338623,Q1577724
796,"""Erinnert mich an Angela Merkel"": Ehemaliger Siemens-Chef Kaeser wirbt für  [START] Baerbock [END]  als Kanzlerin",83.0,PER,0.9508569240570068,75.0,Baerbock,Baerbock,de,-0.6728577613830566,Q564328
797,""" [START] Grundrechte-Report 2021 [END] "": Deutliche Kritik an staatlichem Verhalten – mit selbst gesteckten Grenzen",24.0,MISC,0.99446439743042,1.0,Grundrechte-Report 2021,Grundrechte-Report,de,-0.5166392922401428,Q1550609
798,Mittel gegen Zuwanderung:  [START] Dänemark [END]  macht Zuzug von Partnern aus Nicht-EU-Ländern unerschwinglich,34.0,LOC,0.9997752904891968,26.0,Dänemark,Dänemark,de,-0.08929911255836487,Q35
798,Mittel gegen Zuwanderung: Dänemark macht Zuzug von Partnern aus  [START] Nicht [END] -EU-Ländern unerschwinglich,69.0,MISC,0.8749662041664124,64.0,Nicht,Mitgliedstaaten der Europäischen Union,de,-0.2610299587249756,Q185441
798,Mittel gegen Zuwanderung: Dänemark macht Zuzug von Partnern aus Nicht- [START] EU- [END] Ländern unerschwinglich,73.0,MISC,0.9979531168937684,70.0,EU-,Europäische Union,de,-0.11174869537353516,Q458
799," [START] London [END] : Frankreich weigert sich, Migranten an Überquerung des Ärmelkanals zu hindern",6.0,LOC,0.9999573230743408,0.0,London,London,de,-0.10530780255794525,Q84
799,"London:  [START] Frankreich [END]  weigert sich, Migranten an Überquerung des Ärmelkanals zu hindern",18.0,LOC,0.999936580657959,8.0,Frankreich,Frankreich,de,-0.10379467904567719,Q142
799,"London: Frankreich weigert sich, Migranten an Überquerung des  [START] Ärmelkanal [END] s zu hindern",72.0,LOC,0.9755846858024596,62.0,Ärmelkanal,Ärmelkanal,de,-0.07276254892349243,Q34640
800,"Migrantenkrise an der  [START] EU- [END] Grenze: Polnischer Präsident wirft Minsk ""hybride Aktion"" vor",25.0,MISC,0.9960330724716188,22.0,EU-,Europäische Union,de,-0.15328936278820038,Q458
800,"Migrantenkrise an der EU-Grenze:  [START] Poln [END] ischer Präsident wirft Minsk ""hybride Aktion"" vor",37.0,MISC,0.9996005296707152,33.0,Poln,Polen,de,-0.11085592210292816,Q36
800,"Migrantenkrise an der EU-Grenze: Polnischer Präsident wirft  [START] Minsk [END]  ""hybride Aktion"" vor",65.0,LOC,0.979417622089386,60.0,Minsk,Minsk,de,-0.09076389670372009,Q2280
801, [START] Türk [END] ischer Außenminister wirft EU Nichteinhaltung des Migrationsabkommens vor,4.0,MISC,0.9996241331100464,0.0,Türk,Türk,de,-0.11831862479448318,Q29626024
801,Türkischer Außenminister wirft  [START] EU [END]  Nichteinhaltung des Migrationsabkommens vor,33.0,ORG,0.9993672966957092,31.0,EU,Europäische Union,de,-0.13508638739585876,Q458
802,"Quo vadis,  [START] DIE [END]  LINKE? Zwischen ""NATO-Verstehern"" und der ""Nie wieder Krieg""-Fraktion",14.0,ORG,0.9990265369415284,11.0,DIE,Die Linke,de,-0.20924806594848633,Q49764
802,"Quo vadis, DIE  [START] LINKE [END] ? Zwischen ""NATO-Verstehern"" und der ""Nie wieder Krieg""-Fraktion",20.0,ORG,0.9996458292007446,15.0,LINKE,Die Linke,de,-0.08881533145904541,Q49764
802,"Quo vadis, DIE LINKE? Zwischen "" [START] NATO [END] -Verstehern"" und der ""Nie wieder Krieg""-Fraktion",36.0,MISC,0.9999552965164183,32.0,NATO,NATO,de,-0.09831087291240692,Q7184
802,"Quo vadis, DIE LINKE? Zwischen ""NATO-Verstehern"" und der "" [START] Nie wieder Krieg [END] ""-Fraktion",74.0,MISC,0.9725053310394288,58.0,Nie wieder Krieg,Die Linke,de,-1.035831093788147,Q49764
803,Bundesregierung hat Schuldigen für Migrantenkrise an der  [START] EU- [END] Außengrenze gefunden: Russland,60.0,MISC,0.9952595233917236,57.0,EU-,Europäische Union,de,-0.13137339055538177,Q458
803,Bundesregierung hat Schuldigen für Migrantenkrise an der EU-Außengrenze gefunden:  [START] Russland [END] ,90.0,LOC,0.9990116357803344,82.0,Russland,Russland,de,-0.10097093880176544,Q159
804,Leben unter islamistischen Terroristen:  [START] Syr [END] er über die kruden Regeln unter der Terror-Diktatur,43.0,MISC,0.9991137385368348,40.0,Syr,Syr,de,-0.4337868392467499,Q361249
805,"Der angebliche Chemiewaffeneinsatz in  [START] Duma [END]  und die Rolle der Weißhelme und der ""Armee des Islam""",42.0,LOC,0.9985764026641846,38.0,Duma,Duma,de,-0.1012134999036789,Q715641
805,"Der angebliche Chemiewaffeneinsatz in Duma und die Rolle der Weißhelme und der "" [START] Armee des Islam [END] """,95.0,ORG,0.9897892475128174,80.0,Armee des Islam,Streitkräfte Russlands,de,-0.3245793879032135,Q193159
806," [START] Russ [END] isches Verteidigungsministerium: Terroristen mit türkischen Beobachtungsposten ""verschmolzen""",4.0,MISC,0.8712367415428162,0.0,Russ,Russ,de,-0.17620226740837097,Q2176902
806,"Russ [START] ische [END] s Verteidigungsministerium: Terroristen mit türkischen Beobachtungsposten ""verschmolzen""",9.0,ORG,0.9963446259498596,4.0,ische,Ische,de,-0.41459837555885315,Q21269497
806,"Russisches  [START] Verteidigungsministerium [END] : Terroristen mit türkischen Beobachtungsposten ""verschmolzen""",35.0,ORG,0.9992967247962952,11.0,Verteidigungsministerium,Verteidigungsministerium der Russischen Föderation,de,-0.11704672127962112,Q1146492
806,"Russisches Verteidigungsministerium: Terroristen mit  [START] türk [END] ischen Beobachtungsposten ""verschmolzen""",57.0,MISC,0.999868392944336,53.0,türk,Türk,de,-0.12252795696258545,Q29626024
807,Zum Schutz gegen Migranten aus  [START] Weißrussland [END] : Litauen baut Zaun aus Stacheldraht,43.0,LOC,0.9995863437652588,31.0,Weißrussland,Weißrussland,de,-0.07639263570308685,Q184
807,Zum Schutz gegen Migranten aus Weißrussland:  [START] Litauen [END]  baut Zaun aus Stacheldraht,52.0,LOC,0.9997353553771972,45.0,Litauen,Litauen,de,-0.09683264046907425,Q37
808,"Offizier und "" [START] syr [END] ischer Flüchtling"": Neuer Terror-Prozess gegen Franco A. beginnt",17.0,MISC,0.9988549947738647,14.0,syr,Syrien,de,-0.11839258670806885,Q858
808,"Offizier und ""syrischer Flüchtling"": Neuer Terror-Prozess gegen  [START] Franco A [END] . beginnt",72.0,PER,0.99998539686203,64.0,Franco A,Franco A,de,-0.327268123626709,Q29650327
809, [START] USA [END]  wollen weitere afghanische Helfer aufnehmen – aber sie sollen selbst anreisen,3.0,ORG,0.9916806817054749,0.0,USA,Vereinigte Staaten,de,-0.14076364040374756,Q30
809,USA wollen weitere  [START] afghan [END] ische Helfer aufnehmen – aber sie sollen selbst anreisen,25.0,MISC,0.9991480112075806,19.0,afghan,Afghanistan,de,-0.11974997818470001,Q889
810," [START] BILD- [END] Chef Reichelt referiert über Verantwortung im Journalismus: ""Bei uns arbeiten nur Idealisten""",5.0,MISC,0.9948827624320984,0.0,BILD-,Bild (Zeitung),de,-0.11787321418523788,Q156203
810,"BILD-Chef  [START] Reichelt [END]  referiert über Verantwortung im Journalismus: ""Bei uns arbeiten nur Idealisten""",18.0,PER,0.9999905228614808,10.0,Reichelt,Gerhard Reichelt,de,-0.5785007476806641,Q20760344
813,"""Moderne Sklaverei"" – Tausende  [START] marokkan [END] ische Saisonarbeiter in Spanien gefangen",39.0,MISC,0.999672532081604,31.0,marokkan,Marokko,de,-0.08744386583566666,Q1028
813,"""Moderne Sklaverei"" – Tausende marokkanische Saisonarbeiter in  [START] Spanien [END]  gefangen",70.0,LOC,0.9997881054878236,63.0,Spanien,Spanien,de,-0.11625302582979202,Q29
814,Sea-Watch 3: Verfahren gegen Rackete in  [START] Italien [END]  eingestellt,47.0,LOC,0.9998781681060792,40.0,Italien,Italien,de,-0.09873861819505692,Q38
815," [START] Wagenknecht [END] s gerechter Ärger: Das fatale Wirken der ""Selbstgerechten"" und ihrer Identitätspolitik",11.0,PER,0.9997348189353944,0.0,Wagenknecht,Wagenknecht,de,-0.14310717582702637,Q1327585
816,Studie: Immer mehr Hochqualifizierte verlassen  [START] Großbritannien [END] ,61.0,LOC,0.9995753169059752,47.0,Großbritannien,Vereinigtes Königreich,de,-0.12203802168369293,Q145
817, [START] Libyen- [END] Konflikt: Geht die NATO am Mittelmeer baden?,7.0,MISC,0.92144513130188,0.0,Libyen-,Libyen,de,-0.11849067360162735,Q1016
817,Libyen-Konflikt: Geht die  [START] NATO [END]  am Mittelmeer baden?,30.0,ORG,0.9999423027038574,26.0,NATO,NATO,de,-0.09494104236364365,Q7184
817,Libyen-Konflikt: Geht die NATO am  [START] Mittelmeer [END]  baden?,44.0,LOC,0.9999253749847412,34.0,Mittelmeer,Mittelmeer,de,-0.08347318321466446,Q4918
818,Ungeplante Pause:  [START] Seehofer [END] s Regierungsmaschine defekt in Griechenland,26.0,PER,0.9999596476554872,18.0,Seehofer,Horst Seehofer,de,-0.45091432332992554,Q44612
818,Ungeplante Pause: Seehofers Regierungsmaschine defekt in  [START] Griechenland [END] ,69.0,LOC,0.9998692274093628,57.0,Griechenland,Griechenland,de,-0.10153031349182129,Q41
819,Mutmaßlicher Haupttäter des Moschee-Massakers in  [START] Neuseeland [END] : Merkel auf Platz 1 seiner Todesliste,59.0,LOC,0.9999740719795228,49.0,Neuseeland,Neuseeland,de,-0.08795096725225449,Q664
819,Mutmaßlicher Haupttäter des Moschee-Massakers in Neuseeland:  [START] Merkel [END]  auf Platz 1 seiner Todesliste,67.0,PER,0.9978231191635132,61.0,Merkel,Angela Merkel,de,-0.1895568072795868,Q567
820," [START] Lukaschenko [END] , Europas Sphinx: Unberechenbar und im Westen weithin missverstanden",11.0,PER,0.9999696612358092,0.0,Lukaschenko,Aljaksandr Lukaschenka,de,-0.14240533113479614,Q2866
820,"Lukaschenko,  [START] Europa [END] s Sphinx: Unberechenbar und im Westen weithin missverstanden",19.0,LOC,0.9998677968978882,13.0,Europa,Europa,de,-0.13241279125213623,Q46
820,"Lukaschenko, Europas  [START] Sphin [END] x: Unberechenbar und im Westen weithin missverstanden",26.0,MISC,0.603539228439331,21.0,Sphin,Sphinx (ägyptisch),de,-0.11822348833084106,Q6029519
820,"Lukaschenko, Europas Sphinx: Unberechenbar und im  [START] West [END] en weithin missverstanden",54.0,LOC,0.9998973608016968,50.0,West,West,de,-0.13623130321502686,Q679
822, [START] Marokko [END] : Über 150 Migranten erstürmen spanische Exklave Melilla – 20 Grenzpolizisten verletzt,7.0,LOC,0.999966323375702,0.0,Marokko,Marokko,de,-0.0878472775220871,Q1028
822,Marokko: Über 150 Migranten erstürmen  [START] span [END] ische Exklave Melilla – 20 Grenzpolizisten verletzt,42.0,MISC,0.9995682835578918,38.0,span,Spanien,de,-0.21466651558876038,Q29
822,Marokko: Über 150 Migranten erstürmen spanische Exklave  [START] Melilla [END]  – 20 Grenzpolizisten verletzt,63.0,LOC,0.9999017119407654,56.0,Melilla,Melilla,de,-0.08841727674007416,Q5831
824,Anzahl der Flüchtlinge aus der  [START] Türkei [END]  in die EU geht drastisch zurück,37.0,LOC,0.9996154308319092,31.0,Türkei,Türkei,de,-0.09766268730163574,Q43
824,Anzahl der Flüchtlinge aus der Türkei in die  [START] EU [END]  geht drastisch zurück,47.0,LOC,0.9620363712310792,45.0,EU,Europäische Union,de,-0.15173208713531494,Q458
825,"Freibad-Tumulte in  [START] Düsseldorf [END] : Bürgermeister droht mit ""ausländerrechtlichen Konsequenzen""",29.0,LOC,0.9999650716781616,19.0,Düsseldorf,Düsseldorf,de,-0.09618102014064789,Q1718
826,End [START] station Patras [END]  – Europas Schlupfloch im Schengenraum,17.0,LOC,0.9484893679618835,3.0,station Patras,Patras railway station,en,-0.5516955256462097,Q17842658
826,Endstation Patras –  [START] Europa [END] s Schlupfloch im Schengenraum,26.0,LOC,0.9999594688415528,20.0,Europa,Europa,de,-0.09722551703453064,Q46
826,Endstation Patras – Europas Schlupfloch im  [START] Schengenraum [END] ,55.0,LOC,0.991397738456726,43.0,Schengenraum,Schengener Abkommen,de,-0.08110235631465912,Q2822795
827,"40 Jahre nach dem Ende der  [START] Franco [END] -Diktatur: ""Der Tote packt den Lebenden"" – Teil 3",33.0,MISC,0.9999046325683594,27.0,Franco,Francisco Franco,de,-0.09477400034666061,Q29179
828, [START] Bosnien-Herzegowina [END] : Kommunen verhindern Verteilung von Migranten – Krise spitzt sich zu,19.0,LOC,0.9963021278381348,0.0,Bosnien-Herzegowina,Bosnien und Herzegowina,de,-0.0896335318684578,Q225
829,"Der  [START] Türkei [END]  bleiben harte EU-Sanktion erspart – NATO empfahl der EU einen ""positiven Ansatz""",10.0,LOC,0.9988389611244202,4.0,Türkei,Türkei,de,-0.1057138442993164,Q43
829,"Der Türkei bleiben harte  [START] EU [END] -Sanktion erspart – NATO empfahl der EU einen ""positiven Ansatz""",27.0,MISC,0.999956488609314,25.0,EU,Europäische Union,de,-0.14137326180934906,Q458
829,"Der Türkei bleiben harte EU-Sanktion erspart –  [START] NATO [END]  empfahl der EU einen ""positiven Ansatz""",51.0,ORG,0.99998676776886,47.0,NATO,NATO,de,-0.09569060802459717,Q7184
829,"Der Türkei bleiben harte EU-Sanktion erspart – NATO empfahl der  [START] EU [END]  einen ""positiven Ansatz""",66.0,ORG,0.9999237060546876,64.0,EU,Europäische Union,de,-0.14629490673542023,Q458
830," [START] Merkel [END] s wahrscheinlich letzte Pressekonferenz: Corona-, Flüchtlings- und Klimakrise im Fokus",6.0,PER,0.9939393997192384,0.0,Merkel,Angela Merkel,de,-0.078468456864357,Q567
830,"Merkels wahrscheinlich letzte Pressekonferenz:  [START] Corona- [END] , Flüchtlings- und Klimakrise im Fokus",54.0,MISC,0.9999318718910216,47.0,Corona-,Corona (Stephana),de,-1.066920518875122,Q16666017
831, [START] Dänemark [END] : Sozialdemokratische Premierministerin fordert strengere Migrationspolitik für 2020,8.0,LOC,0.9998623132705688,0.0,Dänemark,Dänemark,de,-0.08454326540231705,Q35
832," [START] Syrien [END] : Westen verlangt Demokratie und schließt Botschaften, damit Exil-Syrer nicht wählen können",6.0,LOC,0.999846339225769,0.0,Syrien,Syrien,de,-0.09133416414260864,Q858
833,Der Sieg des Herzogs  [START] Ernst August [END]  – oder wie man den Deutschen das Denken abgewöhnte,33.0,PER,0.999963402748108,21.0,Ernst August,Ernst August I. (Sachsen-Weimar-Eisenach),de,-0.2108694165945053,Q65885
833,Der Sieg des Herzogs Ernst August – oder wie man den  [START] Deutschen [END]  das Denken abgewöhnte,62.0,MISC,0.9999167919158936,53.0,Deutschen,Deutschland,de,-0.36552348732948303,Q183
834,Mehr als 200 Tote bei Kämpfen in  [START] Libyen [END]  - UN-Sicherheitsrat tagt,39.0,LOC,0.9999284148216248,33.0,Libyen,Libyen,de,-0.09892856329679489,Q1016
